STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VehicleDescriptor,VINDecodedOn,VINDecodeError,VehicleTypeId,VehicleType,ManufacturerFullNameId,ManufacturerFullName,MakeId,Make,ModelId,Model,ModelYear,Series,Trim,PlantCountryId,PlantCountry,PlantState,PlantCity,PlantCompanyName,Note,BodyClassId,BodyClass,GrossVehicleWeightRatingFromId,GrossVehicleWeightRatingFrom,GrossVehicleWeightRatingToId,GrossVehicleWeightRatingTo,TrailerBodyTypeId,TrailerBodyType,TrailerTypeConnectionId,TrailerTypeConnection,TrailerLengthFT,OtherTrailerInfo,AxlesCount,AxleConfigurationId,AxleConfiguration
30,Montana,300145,1,1,4YMBU122*KN******,2021-09-08 14:31:45,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2019,,,6,UNITED STATES (USA),NEVADA,WINNEMUCCA,,,61,Trailer,,,,,32,Open Bed Trailer,1,Ball Type Pull,12.000,,2,,
30,Montana,300165,2,1,13N14820*G1******,2021-09-08 14:31:45,1,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2016,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,,2,,
31,Nebraska,310019,2,1,1W14483A*G2******,2021-09-08 14:31:45,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2016,,,6,UNITED STATES (USA),IOWA,SIOUX CITY,,,61,Trailer,,,,,33,Grain Trailer,,,48.000,Type of suspension: Air Ride,3,,
32,Nevada,320004,2,1,1UYVS248*CG******,2021-09-08 14:31:45,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2012,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
32,Nevada,320022,2,2,1UYFS245*FA******,2021-09-08 14:31:46,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,45.000,,2,,
32,Nevada,320035,1,1,1UYFF229*6A******,2021-09-08 14:31:46,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,1,Ball Type Pull,29.000,Full (pull),2,,
32,Nevada,320035,1,2,1UYFS129*6A******,2021-09-08 14:31:46,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,29.000,,1,,
32,Nevada,320089,2,1,1JJV532D*FL******,2021-09-08 14:31:47,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
32,Nevada,320099,3,1,5DN12482*5B******,2021-09-08 14:31:47,0,6,TRAILER,8543,WESTERN TRAILER COMPANY,3808,WESTERN TRAILER COMPANY,8295,Western Trailer Company,2005,,,6,UNITED STATES (USA),IDAHO,BOISE,Western Trailer Company,,61,Trailer,,,,,34,Chipper Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
32,Nevada,320144,1,1,1UYVS253*GP******,2021-09-08 14:31:47,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
32,Nevada,320181,1,1,1KKVA321*DL******,2021-09-08 14:31:47,0,6,TRAILER,2340,KENTUCKY MANUFACTURING CO.,2048,KENTUCKY MANUFACTURING CO./ KENTUCKY TRAILER/ KENTUCKY TRAILER TECH,5803,Kentucky Manufacturing Co./ Kentucky Trailer/ Kentucky Trailer Tech,2013,,,6,UNITED STATES (USA),KENTUCKY,LOUISVILLE,Kentucky Manufacturing Co.,,,,,,,,36,Van Trailer,,,32.000,Body Type - Dry Freight,1,,
32,Nevada,320214,2,1,1UYVS253*AG******,2021-09-08 14:31:47,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
32,Nevada,320219,3,1,527SR532*CM******,2021-09-08 14:31:47,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2012,,,6,UNITED STATES (USA),INDIANA,MONON,"CIMC Reefer Trailer,Inc",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Body Type: Reefer Van Trailer,2,,
32,Nevada,320288,1,1,1JJV532D*JL******,2021-09-08 14:31:47,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
33,New Hampshire,330006,2,1,4C9SV483*7P124***,2021-09-08 14:31:47,0,6,TRAILER,1281,"CRESCENT MANUFACTURING, INC.",709,CRESCENT MANUFACTURING,3836,CRESCENT MANUFACTURING,2007,,,6,UNITED STATES (USA),NORTH CAROLINA,PILOT MOUNTAIN,"Crescent Manufacturing, Inc",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,3,,
33,New Hampshire,330009,2,1,1JJV532D*BL******,2021-09-08 14:31:48,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2011,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
33,New Hampshire,330019,2,1,1GRAA062*2W******,2021-09-08 14:31:48,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2002,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
33,New Hampshire,330123,1,1,1DW1A482*JS******,2021-09-08 14:31:48,1,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2018,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
34,New Jersey,340107,1,1,1JJV532W*9L******,2021-09-08 14:31:48,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2009,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
34,New Jersey,340164,1,1,1GRAA062*3W******,2021-09-08 14:31:48,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2003,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
34,New Jersey,340454,1,1,1GRAA561*6K******,2021-09-08 14:31:48,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,1,,
35,New Mexico,350023,2,1,1PMA3432*C1******,2021-09-08 14:31:48,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2012,,,6,UNITED STATES (USA),MINNESOTA,OPOLE,,,61,Trailer,,,,,15,Tank Trailer,30,Other,43.000,Vessel Code: DOT 407,2,,
35,New Mexico,350041,1,1,17XFT162*B1******,2021-09-08 14:31:49,0,6,TRAILER,3035,DOUG BRAGG INC.DBA TEXAS BRAGG ENTERPRISES,8265,TEXAS BRAGG ENTERPRISES,22008,Texas Bragg Enterprises,2011,Square Tube,,6,UNITED STATES (USA),TEXAS,MOUNT PLESANT,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,16.000,,2,,
35,New Mexico,350043,1,1,1DW1A281*8S******,2021-09-08 14:31:49,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2008,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,,1,,
35,New Mexico,350067,2,1,5HTSN422*C7******,2021-09-08 14:31:49,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2012,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Jet,61,Trailer,,,,,103,Bulk,,,42.000,Al Pneumatic,2,,
35,New Mexico,350117,2,1,5HTSN422*H7******,2021-09-08 14:31:49,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2017,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,42.000,AL NON SPEC.,2,,
35,New Mexico,350119,2,1,5V8VA532*CM******,2021-09-08 14:31:49,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2012,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Interior Post Aluminum Semi Trailer,2,3,Tandem
35,New Mexico,350119,3,1,3H3V532C*ET******,2021-09-08 14:31:50,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2014,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
35,New Mexico,350135,1,1,49TSG202*M1******,2021-09-08 14:31:50,0,6,TRAILER,3943,"CONTRACT MANUFACTURER, LLC",10258,CM,28800,CM,2021,,,6,UNITED STATES (USA),OKLAHOMA,MADILL,,,61,Trailer,,,,,182,Stock Trailer,3,Gooseneck,20.000,,2,,
35,New Mexico,350194,1,1,3AKJGEDV*GS******,2021-09-08 14:31:50,0,3,TRUCK,1024,DAIMLER TRUCKS NORTH AMERICA LLC,450,FREIGHTLINER,2501,Cascadia,2016,,"125"" sleeper cab",12,MEXICO,COAHUILA,SALTILLO,,,66,Truck-Tractor,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,0,Not Applicable,0,Not Applicable,,,,,
35,New Mexico,350265,2,1,5HTSN422*B5******,2021-09-08 14:31:50,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2011,,,6,UNITED STATES (USA),TEXAS,RHOME,,Body Shape: Jet,61,Trailer,,,,,103,Bulk,,,42.000,Al Pneumatic,2,,
35,New Mexico,350285,1,1,1GRDM962*GH******,2021-09-08 14:31:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),TENNESSEE,HUNTSVILLE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,48.000,Platform,2,,
35,New Mexico,350326,1,1,1TKB0532*9M******,2021-09-08 14:31:51,0,6,TRAILER,13498,TRAIL KING INDUSTRIES,3251,TRAIL KING INDUSTRIES,7386,TRAIL KING INDUSTRIES,2009,,,6,UNITED STATES (USA),SOUTH DAKOTA,MITCHELL,,Configuration: Position not used at this time.,61,Trailer,,,,,,,,,53.000,"Trailer Length: Inverted Hoist= Add 2FT( but leave the unit part # as is)   Extend Apron = Add 1 Ft( if apron 14"" extended floor plate)",2,,
35,New Mexico,350339,2,1,1GRAA062*GE******,2021-09-08 14:31:51,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),GEORGIA,STATESBORO,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
36,New York,360082,2,1,4X4TRLB2*JZ******,2021-09-08 14:31:51,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,2418,Real-lite / Rockwood Lite Weight Trailers,2018,,,6,UNITED STATES (USA),INDIANA,MILLERSBURG,,Manufacturing Plant Address: 666251 SR 13,61,Trailer,,,,,21,Travel Trailer,,,26.000,,2,,
36,New York,360107,1,1,5MAMN484*GC******,2021-09-08 14:31:51,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2016,,,6,UNITED STATES (USA),OHIO,ALLIANCE,,Commerce Street,61,Trailer,,,,,101,Other,,,48.000,No Frame,4,,
36,New York,360757,2,1,4P5DS162*F1******,2021-09-08 14:31:51,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2015,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,30,Other,16.000,Variable HITCH based on Size/Type of Trailer,2,,
36,New York,360793,2,1,1GRAA062*5T******,2021-09-08 14:31:52,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
38,North Dakota,380073,1,1,13N25330*71******,2021-09-08 14:31:52,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2007,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,Optional Features: None,61,Trailer,,,,,61,Drop Deck Trailer,,,53.000,,3,,
38,North Dakota,380084,2,1,1UNFT344*BS******,2021-09-08 14:31:52,0,6,TRAILER,1739,"DRAGON PRODUCTS, LTD",956,DRAGON PRODUCTS,4976,Dragon Products,2011,,,6,UNITED STATES (USA),TEXAS,SILSBEE,,,61,Trailer,,,,,15,Tank Trailer,30,Other,34.000,Trailer Type Connection: Pintle Pull,4,,
39,Ohio,390008,2,1,5V8VC532*DM******,2021-09-08 14:31:52,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2013,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
39,Ohio,390057,1,1,1W9S4321*XN001***,2021-09-08 14:31:52,0,6,TRAILER,10142,WALKER STAINLESS EQUIPMENT CO,6968,WALKER STAINLESS EQUIPMENT CO,18539,WALKER STAINLESS EQUIPMENT CO,1999,,,6,UNITED STATES (USA),WISCONSIN,NEW LISBON,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,43.000,Sanitary 3A standards,2,,
39,Ohio,390064,2,1,3H3V532C*FT******,2021-09-08 14:31:52,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2015,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
39,Ohio,390085,3,1,5V8VC532*9M******,2021-09-08 14:31:52,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2009,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
39,Ohio,390087,1,1,1A9PA422*HD503***,2021-09-08 14:31:53,0,6,TRAILER,17223,CRYOGENIC INDUSTRIAL SOLUTIONS LLC,7781,ALLOY CUSTOM PRODUCTS,20846,Alloy Custom Products,2017,,,6,UNITED STATES (USA),,DELPHI,,,61,Trailer,,,,,15,Tank Trailer,,,42.000,Cryogenic Trailer,2,,
39,Ohio,390128,3,1,3H3V532C*HT******,2021-09-08 14:31:53,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2017,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
39,Ohio,390139,2,1,1UYVS253*HP******,2021-09-08 14:31:53,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
39,Ohio,390186,2,1,1RNF45A2*YR******,2021-09-08 14:31:53,0,6,TRAILER,3579,"REITNOUER, INC.",5594,REITNOUER INC,14493,Reitnouer Inc Trailers,2000,,,6,UNITED STATES (USA),PENNSYLVANIA,READING,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,45.000,Airride,2,,
39,Ohio,390196,1,1,4WXBE262*H1******,2021-09-08 14:31:53,0,6,TRAILER,4618,MORITZ INTERNATIONAL INC.,2740,MORITZ INTERNATIONAL,6657,Moritz International,2017,,,6,UNITED STATES (USA),OHIO,MANSFIELD,,,61,Trailer,,,,,23,Equipment Trailer,14,Bumper Pull,26.000,,2,,
39,Ohio,390260,1,1,1E1H5X28*5R******,2021-09-08 14:31:53,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2005,,,6,UNITED STATES (USA),OHIO,RANDOLPH,,,,,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,,,46.000,Aluminum Frame,2,,
39,Ohio,390280,1,1,558MTBR2*KK******,2021-09-08 14:31:53,0,6,TRAILER,7785,MAC LTT INC.,2552,MAC,6384,MAC,2019,,,6,UNITED STATES (USA),OHIO,KENT,,Connection Type: Straight-Semi with Fifth Wheel & Kingpin,61,Trailer,,,,,101,Other,4,Straight Semi/Semi Trailer,45.000,Trailer Type = Dot-406 / Hazardous Liquids,2,,
39,Ohio,390324,2,1,1JJV532D*GL******,2021-09-08 14:31:53,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
39,Ohio,390331,2,1,1JJV532D*JL******,2021-09-08 14:31:54,1,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
39,Ohio,390368,1,1,1GRAA561*HB******,2021-09-08 14:31:54,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,28.000,Dry Freight Van / Reefer Van / Insulated Van,1,,
39,Ohio,390368,2,1,1UYVS253*H7******,2021-09-08 14:31:54,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
39,Ohio,390368,3,1,3H3V532C*HT******,2021-09-08 14:31:54,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2017,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
39,Ohio,390368,4,1,1JJV532D*FL******,2021-09-08 14:31:54,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
39,Ohio,390381,2,1,5V8VC553*9M******,2021-09-08 14:31:54,1,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2009,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,55.000,Dry Freight Van,3,,
39,Ohio,390476,1,1,1UYVS253*J7******,2021-09-08 14:31:54,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
39,Ohio,390519,2,1,1GRAP062*HT******,2021-09-08 14:31:55,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
39,Ohio,390534,2,1,1JJV532W*6L******,2021-09-08 14:31:55,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
39,Ohio,390546,2,1,1JJV532D*DL******,2021-09-08 14:31:55,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2013,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
39,Ohio,390558,2,1,3H3V532C*FT******,2021-09-08 14:31:55,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2015,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
39,Ohio,390587,1,1,1TDH4002*8B******,2021-09-08 14:31:55,0,6,TRAILER,8330,TIMPTE INC.,5331,"TIMPTE, INC",13636,Timpte,2008,,,6,UNITED STATES (USA),NEBRASKA,DAVID CITY,,"Seventh VIN position indicates the additional length of the trailer to the nearest inch up to 9 inches. If the additional length is 10 inches or more the seventh character is zero (0) and the sixth character will be increased to the next foot. For example : a 42ft 9in trailer will be represent in VIN position 5, 6 & 7 as ""429"" and a 42ft 10in. trailer will be represented in VIN position 5 , 6 & 7 as ""430"" respectively.",,,,,,,174,Dry Bulk Trailer,,,40.000,Dry Bulk-Bottom Hopper,2,,
39,Ohio,390587,4,1,1S12GC40*YB******,2021-09-08 14:31:55,0,6,TRAILER,14956,"STRICK TRAILERS, LLC",4977,STRICK COMMERCIAL TRAILER,12176,Strick Commercial Trailer,2000,,,6,UNITED STATES (USA),,BERWICK,,,61,Trailer,,,,,46,Chassis,3,Gooseneck,40.000,,2,3,Tandem
39,Ohio,390587,6,1,1GRAP064*HB******,2021-09-08 14:31:55,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,4,,
39,Ohio,390590,1,1,3H3V532C*GT******,2021-09-08 14:31:55,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2016,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
39,Ohio,390603,1,1,1GRAA062*2B******,2021-09-08 14:31:56,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2002,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
39,Ohio,390633,2,1,1E9T7960*GE007***,2021-09-08 14:31:56,1,6,TRAILER,12434,E.D. ETNYRE & CO.,9133,ETNYRE,23367,Etnyre,2016,,,6,UNITED STATES (USA),ILLINOIS,OREGON,,,61,Trailer,,,,,15,Tank Trailer,,,79.000,,6,,
39,Ohio,390651,1,1,1UYVS253*EM******,2021-09-08 14:31:56,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2014,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
